UNITID,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFA11N,SCFA11N,XSCFA11P,SCFA11P,XSCFA12N,SCFA12N,XSCFA12P,SCFA12P,XSCFA13N,SCFA13N,XSCFA13P,SCFA13P,XSCFA14N,SCFA14N,XSCFA14P,SCFA14P,XSCFA2,SCFA2,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XSCFY2,SCFY2,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XTOTGRNT,TOTGRNT,XTSTDPEL,TSTDPEL,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_A,FGRNT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_A,LOAN_A,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_A,AGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_A,OFGRT_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_A,OLOAN_A,XSCUGFFN,SCUGFFN,XSCUGRAD,SCUGRAD,XSCUGFFP,SCUGFFP 
444237,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",841,"R",63,"R",1328,"R",655,"R",78,"R",2449974,"R",929,"R",614,"R",73,"R",2657,"Z",0,"Z",0,"A",,"R",3,"R",0,"R",1583,"R",655,"R",78,"R",5293,"R",619,"R",74,"R",2643,"R",613,"R",73,"R",2561,"R",202,"R",24,"R",304,"R",549,"R",65,"R",5209,"R",360,"R",43,"R",1687,"R",841,"R",1328,"R",63
444255,"R",198,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",528,"A",,"A",,"A",,"R",122,"R",62,"R",1538584,"R",97,"R",108,"R",55,"R",1126,"R",2,"R",1,"R",250,"R",62,"R",31,"R",280,"R",122,"R",62,"R",1119,"R",122,"R",62,"R",1143,"R",97,"R",49,"R",1242,"R",11,"R",6,"R",105,"R",122,"R",62,"R",1119,"Z",0,"Z",0,"A",,"R",198,"R",528,"R",38
444264,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",119,"R",85,"R",140,"R",119,"R",100,"R",393300,"R",138,"R",117,"R",98,"R",2086,"R",119,"R",100,"R",205,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",119,"R",100,"R",2256,"R",117,"R",98,"R",2086,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",119,"R",140,"R",85
444282,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",45,"R",29,"R",155,"R",39,"R",87,"R",665429,"R",88,"R",30,"R",67,"R",2617,"Z",0,"Z",0,"A",,"R",15,"R",33,"R",101,"R",30,"R",67,"R",5692,"R",30,"R",67,"R",2667,"R",30,"R",67,"R",2513,"R",15,"R",33,"R",210,"R",30,"R",67,"R",5349,"R",1,"R",2,"R",10285,"R",45,"R",155,"R",29
444291,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",83,"R",34,"R",247,"R",66,"R",80,"R",922133,"R",149,"R",55,"R",66,"C",2554,"Z",0,"Z",0,"A",,"R",33,"R",40,"R",101,"R",50,"R",60,"R",5644,"R",55,"R",66,"R",2615,"R",55,"R",66,"R",2436,"R",33,"R",40,"R",196,"R",50,"R",60,"R",5482,"R",2,"R",2,"R",4046,"R",83,"R",247,"R",34
444307,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",76,"R",36,"R",213,"R",60,"R",79,"R",793459,"R",117,"R",49,"R",64,"R",2939,"R",5,"R",7,"R",869,"R",25,"R",33,"R",101,"R",44,"R",58,"R",6040,"R",50,"R",66,"R",3017,"R",49,"R",64,"R",2838,"R",25,"R",33,"R",198,"R",42,"R",55,"R",5697,"R",6,"R",8,"R",4414,"R",76,"R",213,"R",36
444316,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",89,"R",39,"R",230,"R",89,"R",100,"R",157588,"R",62,"R",46,"R",52,"R",3171,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",65,"R",73,"R",10232,"R",46,"R",52,"R",3171,"R",46,"R",52,"R",3171,"Z",0,"Z",0,"A",,"R",65,"R",73,"R",10232,"Z",0,"Z",0,"A",,"R",89,"R",230,"R",39
444325,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",76,"R",28,"R",271,"R",70,"R",92,"R",433472,"R",59,"R",59,"R",78,"R",2419,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",63,"R",83,"R",4430,"R",59,"R",78,"R",2419,"R",59,"R",78,"R",2419,"Z",0,"Z",0,"A",,"R",63,"R",83,"R",4430,"Z",0,"Z",0,"A",,"R",76,"R",271,"R",28
444334,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",103,"R",53,"R",194,"R",101,"R",98,"R",897624,"R",93,"R",93,"R",90,"R",3194,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",87,"R",84,"R",5454,"R",93,"R",90,"R",3194,"R",93,"R",90,"R",3194,"Z",0,"Z",0,"A",,"R",87,"R",84,"R",5454,"Z",0,"Z",0,"A",,"R",103,"R",194,"R",53
444343,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",134,"R",74,"R",180,"R",129,"R",96,"R",613372,"R",163,"R",129,"R",96,"R",4180,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",129,"R",96,"R",7500,"R",129,"R",96,"R",4180,"R",129,"R",96,"R",4180,"Z",0,"Z",0,"A",,"R",129,"R",96,"R",7500,"Z",0,"Z",0,"A",,"R",134,"R",180,"R",74
444352,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",50,"R",48,"R",104,"R",50,"R",100,"R",158522,"R",67,"R",13,"R",26,"R",2451,"R",40,"R",80,"R",2000,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",40,"R",80,"R",2797,"R",13,"R",26,"R",2451,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",50,"R",104,"R",48
444361,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",78,"R",37,"R",22,"R",76,"R",75622,"R",18,"R",18,"R",62,"R",4201,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",20,"R",69,"R",4400,"R",18,"R",62,"R",4201,"R",18,"R",62,"R",4079,"R",11,"R",38,"R",200,"R",20,"R",69,"R",4400,"Z",0,"Z",0,"A",,"R",29,"R",37,"R",78
444370,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",96,"R",55,"R",173,"R",96,"R",100,"R",384079,"R",127,"R",56,"R",58,"R",2090,"R",10,"R",10,"R",2529,"Z",0,"Z",0,"A",,"R",39,"R",41,"R",2634,"R",67,"R",70,"R",2124,"R",50,"R",52,"R",1981,"R",6,"R",6,"R",3000,"R",39,"R",41,"R",2634,"Z",0,"Z",0,"A",,"R",96,"R",173,"R",55
444389,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",618,"R",67,"R",924,"R",552,"R",89,"R",968010,"R",552,"R",543,"R",88,"R",1437,"R",9,"R",1,"R",7017,"Z",0,"Z",0,"A",,"R",528,"R",85,"R",2475,"R",552,"R",89,"R",1527,"R",543,"R",88,"R",1437,"Z",0,"Z",0,"A",,"R",528,"R",85,"R",2475,"Z",0,"Z",0,"A",,"R",618,"R",924,"R",67
444398,"R",15,"R",10,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",157,"A",,"A",,"A",,"R",15,"R",100,"R",257807,"R",65,"R",8,"R",53,"R",2940,"Z",0,"Z",0,"A",,"R",6,"R",40,"R",933,"R",9,"R",60,"R",960,"R",14,"R",93,"R",2080,"R",8,"R",53,"R",2846,"R",1,"R",7,"R",750,"Z",0,"Z",0,"A",,"R",9,"R",60,"R",960,"R",15,"R",157,"R",10
444404,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",62,"R",53,"R",117,"R",57,"R",92,"C",157890,"R",112,"R",57,"R",92,"R",2764,"Z",0,"Z",0,"A",,"R",1,"R",2,"R",372,"Z",0,"Z",0,"A",,"R",57,"R",92,"R",2770,"R",57,"R",92,"R",2757,"R",1,"R",2,"R",450,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",62,"R",117,"R",53
444413,"R",31,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",91,"A",,"A",,"A",,"R",21,"R",68,"R",1003873,"R",18,"R",6,"R",19,"R",4464,"Z",0,"Z",0,"A",,"R",21,"R",68,"R",6175,"Z",0,"Z",0,"A",,"R",21,"R",68,"R",7450,"R",6,"R",19,"R",3285,"R",4,"R",13,"R",1768,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",31,"R",91,"R",34
444422,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",95,"R",54,"R",177,"R",60,"R",63,"R",229609,"R",92,"R",54,"R",57,"R",2279,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",15,"R",16,"R",4018,"R",54,"R",57,"R",2279,"R",54,"R",57,"R",2279,"Z",0,"Z",0,"A",,"R",15,"R",16,"R",4018,"Z",0,"Z",0,"A",,"R",95,"R",177,"R",54
444440,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",89,"R",34,"R",259,"R",68,"R",76,"R",1041243,"R",149,"R",48,"R",54,"R",2305,"R",3,"R",3,"R",2819,"Z",0,"Z",0,"A",,"R",55,"R",62,"R",7905,"R",51,"R",57,"R",2335,"R",48,"R",54,"R",2305,"Z",0,"Z",0,"A",,"R",55,"R",62,"R",7905,"Z",0,"Z",0,"A",,"R",89,"R",259,"R",34
444459,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12,"R",80,"R",15,"R",11,"R",92,"R",23000,"R",6,"R",1,"R",8,"R",1700,"R",9,"R",75,"R",1000,"Z",0,"Z",0,"A",,"R",9,"R",75,"R",6000,"R",9,"R",75,"R",1188,"R",1,"R",8,"R",1700,"Z",0,"Z",0,"A",,"R",9,"R",75,"R",6000,"Z",0,"Z",0,"A",,"R",12,"R",15,"R",80
444468,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",73,"R",49,"R",36,"R",100,"R",105932,"R",30,"R",30,"R",83,"R",3531,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",23,"R",64,"R",5111,"R",30,"R",83,"R",3531,"R",30,"R",83,"R",3531,"Z",0,"Z",0,"A",,"R",23,"R",64,"R",5111,"Z",0,"Z",0,"A",,"R",36,"R",49,"R",73
444477,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",112,"R",100,"R",112,"R",89,"R",79,"R",469493,"R",76,"R",76,"R",68,"R",4000,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",46,"R",41,"R",7500,"R",82,"R",73,"R",3707,"R",76,"R",68,"R",4000,"Z",0,"Z",0,"A",,"R",46,"R",41,"R",7500,"Z",0,"Z",0,"A",,"R",112,"R",112,"R",100
444486,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",226,"R",95,"R",239,"R",185,"R",82,"R",2821045,"R",169,"R",169,"R",75,"R",2625,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",185,"R",82,"R",12850,"R",185,"R",82,"R",2398,"R",169,"R",75,"R",2625,"Z",0,"Z",0,"A",,"R",185,"R",82,"R",12850,"Z",0,"Z",0,"A",,"R",226,"R",239,"R",95
444501,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",77,"R",39,"R",16,"R",53,"R",24012,"R",12,"R",12,"R",40,"R",2001,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",13,"R",43,"R",4995,"R",12,"R",40,"R",2001,"R",12,"R",40,"R",2001,"Z",0,"Z",0,"A",,"R",13,"R",43,"R",4995,"Z",0,"Z",0,"A",,"R",30,"R",39,"R",77
444529,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",210,"R",75,"R",279,"R",210,"R",100,"R",586500,"R",65,"R",58,"R",28,"R",4310,"R",50,"R",24,"R",5000,"Z",0,"Z",0,"A",,"R",30,"R",14,"R",2844,"R",138,"R",66,"R",3623,"R",58,"R",28,"R",4310,"Z",0,"Z",0,"A",,"R",30,"R",14,"R",2844,"Z",0,"Z",0,"A",,"R",210,"R",279,"R",75
444547,"R",5,"R",8,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",66,"A",,"A",,"A",,"R",3,"R",60,"R",62562,"R",26,"R",3,"R",60,"R",4100,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",3,"R",60,"R",8500,"R",3,"R",60,"R",4100,"R",3,"R",60,"R",4100,"Z",0,"Z",0,"A",,"R",3,"R",60,"R",6500,"R",1,"R",20,"R",6000,"R",5,"R",66,"R",8
444556,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",35,"R",55,"R",19,"R",100,"R",45030,"R",14,"R",14,"R",74,"R",2361,"Z",0,"Z",0,"A",,"R",10,"R",53,"R",1198,"R",19,"R",100,"R",3000,"R",14,"R",74,"R",3216,"R",14,"R",74,"R",2361,"Z",0,"Z",0,"A",,"R",19,"R",100,"R",3000,"Z",0,"Z",0,"A",,"R",19,"R",55,"R",35
444565,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",112,"R",65,"R",172,"R",91,"R",81,"R",171180,"R",68,"R",68,"R",61,"R",1894,"Z",0,"Z",0,"A",,"R",23,"R",21,"R",1844,"R",85,"R",76,"R",4494,"R",91,"R",81,"R",1881,"R",47,"R",42,"R",2499,"R",21,"R",19,"R",537,"R",67,"R",60,"R",4973,"R",18,"R",16,"R",2712,"R",112,"R",172,"R",65
444574,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",275,"R",96,"R",287,"R",275,"R",100,"R",765038,"R",211,"R",211,"R",77,"R",2542,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",275,"R",100,"R",9300,"R",211,"R",77,"R",2542,"R",211,"R",77,"R",2542,"Z",0,"Z",0,"A",,"R",275,"R",100,"R",9300,"Z",0,"Z",0,"A",,"R",275,"R",287,"R",96
444583,"R",148,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",370,"A",,"A",,"A",,"R",148,"R",100,"R",1300000,"R",314,"R",148,"R",100,"R",4310,"R",148,"R",100,"R",150,"Z",0,"Z",0,"A",,"R",34,"R",23,"R",3750,"R",148,"R",100,"R",4460,"R",148,"R",100,"R",4310,"Z",0,"Z",0,"A",,"R",34,"R",23,"R",3750,"Z",0,"Z",0,"A",,"R",148,"R",370,"R",40
444592,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",129,"R",70,"R",183,"R",129,"R",100,"R",283800,"R",179,"R",120,"R",93,"R",2365,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",129,"R",100,"R",7500,"R",120,"R",93,"R",2365,"R",120,"R",93,"R",2365,"Z",0,"Z",0,"A",,"R",129,"R",100,"R",7500,"Z",0,"Z",0,"A",,"R",129,"R",183,"R",70
444608,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",45,"R",31,"R",6,"R",43,"R",39952,"R",12,"R",4,"R",29,"R",4040,"Z",0,"Z",0,"A",,"R",2,"R",14,"R",450,"R",2,"R",14,"R",3363,"R",5,"R",36,"R",3412,"R",4,"R",29,"R",4040,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",2,"R",14,"R",3363,"R",14,"R",31,"R",45
444626,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",81,"R",31,"Z",0,"Z",0,"R",593383,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",25,"R",31,"R",81
444635,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",79,"R",93,"R",85,"R",76,"R",96,"R",81687,"R",40,"R",40,"R",51,"R",1856,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",64,"R",81,"R",3849,"R",40,"R",51,"R",1856,"R",40,"R",51,"R",1796,"R",8,"R",10,"R",300,"R",60,"R",76,"R",3721,"R",4,"R",5,"R",5769,"R",79,"R",85,"R",93
444644,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8,"R",29,"R",28,"R",6,"R",75,"R",46045,"R",11,"R",6,"R",75,"R",2713,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",6,"R",75,"R",7895,"R",6,"R",75,"R",2713,"R",6,"R",75,"R",2713,"Z",0,"Z",0,"A",,"R",6,"R",75,"R",7895,"Z",0,"Z",0,"A",,"R",8,"R",28,"R",29
444653,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",62,"R",84,"R",74,"R",44,"R",71,"R",291850,"R",44,"R",39,"R",63,"R",3850,"R",5,"R",8,"R",1250,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",39,"R",63,"R",4010,"R",39,"R",63,"R",3850,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",62,"R",74,"R",84
444662,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",55,"R",73,"R",75,"R",46,"R",84,"R",269159,"R",24,"R",24,"R",44,"R",3589,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",46,"R",84,"R",5275,"R",24,"R",44,"R",3589,"R",24,"R",44,"R",3589,"Z",0,"Z",0,"A",,"R",46,"R",84,"R",5275,"Z",0,"Z",0,"A",,"R",55,"R",75,"R",73
444671,"R",64,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",184,"A",,"A",,"A",,"R",64,"R",100,"R",601569,"R",184,"R",64,"R",100,"R",2895,"R",64,"R",100,"R",139,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",64,"R",100,"R",3034,"R",64,"R",100,"R",2895,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",64,"R",184,"R",35
444680,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",92,"R",52,"R",178,"R",92,"R",100,"R",421059,"R",178,"R",92,"R",100,"R",2366,"R",92,"R",100,"R",300,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",92,"R",100,"R",2666,"R",92,"R",100,"R",2366,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",92,"R",178,"R",52
444705,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",48,"R",54,"R",23,"R",88,"R",136175,"R",50,"R",23,"R",88,"R",4000,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",6,"R",23,"R",3500,"R",23,"R",88,"R",4000,"R",23,"R",88,"R",4000,"Z",0,"Z",0,"A",,"R",6,"R",23,"R",3500,"Z",0,"Z",0,"A",,"R",26,"R",54,"R",48
444714,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1336,"R",69,"R",1940,"R",1328,"R",99,"R",3731346,"R",1317,"R",1010,"R",76,"R",2795,"R",43,"R",3,"R",4073,"Z",0,"Z",0,"A",,"R",1030,"R",77,"R",8383,"R",1053,"R",79,"R",2847,"R",1010,"R",76,"R",2795,"Z",0,"Z",0,"A",,"R",977,"R",73,"R",5651,"R",1024,"R",77,"R",3040,"R",1336,"R",1940,"R",69
444723,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",3,"R",512,"R",11,"R",69,"R",511838,"R",153,"R",6,"R",38,"R",4245,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",10,"R",63,"R",6182,"R",6,"R",38,"R",4245,"R",6,"R",38,"R",2995,"R",3,"R",19,"R",2500,"R",10,"R",63,"R",6182,"Z",0,"Z",0,"A",,"R",16,"R",512,"R",3
444732,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",41,"R",26,"R",156,"R",26,"R",63,"R",282274,"R",156,"R",26,"R",63,"R",1855,"R",17,"R",41,"R",256,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",26,"R",63,"R",2022,"R",26,"R",63,"R",1791,"R",14,"R",34,"R",120,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",41,"R",156,"R",26
444741,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",187,"R",87,"R",215,"R",148,"R",79,"R",322539,"R",148,"R",148,"R",79,"R",2065,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",99,"R",53,"R",4952,"R",148,"R",79,"R",2065,"R",148,"R",79,"R",1916,"R",84,"R",45,"R",264,"R",99,"R",53,"R",4952,"Z",0,"Z",0,"A",,"R",187,"R",215,"R",87
444750,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",95,"R",20,"R",13,"R",68,"R",44191,"R",13,"R",13,"R",68,"R",3399,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",13,"R",68,"R",3399,"R",13,"R",68,"R",3399,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",19,"R",20,"R",95
444769,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",6,"R",170,"R",11,"R",100,"R",261002,"R",46,"R",11,"R",100,"R",5736,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",3,"R",27,"R",3316,"R",11,"R",100,"R",5736,"R",8,"R",73,"R",2721,"R",9,"R",82,"R",4592,"R",3,"R",27,"R",3316,"Z",0,"Z",0,"A",,"R",11,"R",170,"R",6
444778,"R",10,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",48,"A",,"A",,"A",,"R",7,"R",70,"R",45644,"R",20,"R",3,"R",30,"R",2017,"Z",0,"Z",0,"A",,"R",7,"R",70,"R",341,"R",4,"R",40,"R",2625,"R",7,"R",70,"R",1205,"R",3,"R",30,"R",1767,"R",3,"R",30,"R",250,"R",4,"R",40,"R",2625,"Z",0,"Z",0,"A",,"R",10,"R",48,"R",21
444787,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"R",43,"A",,"A",,"R",50669,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",43,"A",
444796,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",588,"R",100,"R",588,"R",399,"R",68,"R",750191,"R",279,"R",279,"R",47,"R",2688,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",257,"R",44,"R",2593,"R",279,"R",47,"R",2688,"R",279,"R",47,"R",2688,"Z",0,"Z",0,"A",,"R",257,"R",44,"R",2593,"Z",0,"Z",0,"A",,"R",588,"R",588,"R",100
444802,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",76,"R",37,"R",204,"R",76,"R",100,"R",663740,"R",154,"R",70,"R",92,"R",4310,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",6,"R",8,"R",4000,"R",70,"R",92,"R",4310,"R",70,"R",92,"R",4310,"Z",0,"Z",0,"A",,"R",6,"R",8,"R",4000,"Z",0,"Z",0,"A",,"R",76,"R",204,"R",37
444848,"R",3,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",3,"R",25,"R",12
444857,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",72,"R",50,"R",33,"R",92,"R",76412,"R",37,"R",20,"R",56,"R",2964,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",33,"R",92,"R",6596,"R",20,"R",56,"R",2964,"R",20,"R",56,"R",2964,"Z",0,"Z",0,"A",,"R",33,"R",92,"R",6596,"Z",0,"Z",0,"A",,"R",36,"R",50,"R",72
444866,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",53,"R",34,"R",158,"R",19,"R",36,"R",163556,"R",101,"R",13,"R",25,"R",3452,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",19,"R",36,"R",10707,"R",13,"R",25,"R",3452,"R",13,"R",25,"R",3452,"Z",0,"Z",0,"A",,"R",19,"R",36,"R",9552,"R",2,"R",4,"R",10969,"R",53,"R",158,"R",34
444884,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",34,"R",32,"R",7,"R",64,"R",54630,"R",11,"R",7,"R",64,"R",1920,"R",5,"R",45,"R",2547,"Z",0,"Z",0,"A",,"R",1,"R",9,"R",1005,"R",7,"R",64,"R",3739,"R",7,"R",64,"R",1920,"Z",0,"Z",0,"A",,"R",1,"R",9,"R",1005,"Z",0,"Z",0,"A",,"R",11,"R",32,"R",34
