UNITID,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFA11N,SCFA11N,XSCFA11P,SCFA11P,XSCFA12N,SCFA12N,XSCFA12P,SCFA12P,XSCFA13N,SCFA13N,XSCFA13P,SCFA13P,XSCFA14N,SCFA14N,XSCFA14P,SCFA14P,XSCFA2,SCFA2,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XSCFY2,SCFY2,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XTOTGRNT,TOTGRNT,XTSTDPEL,TSTDPEL,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_A,FGRNT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_A,LOAN_A,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_A,AGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_A,OFGRT_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_A,OLOAN_A,XSCUGFFN,SCUGFFN,XSCUGRAD,SCUGRAD,XSCUGFFP,SCUGFFP 
146816,"R",29,"R",17,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",170,"A",,"A",,"A",,"R",26,"R",90,"R",703565,"R",131,"R",23,"R",79,"R",2879,"R",17,"R",59,"R",1427,"R",6,"R",21,"R",1150,"R",23,"R",79,"R",4546,"R",26,"R",90,"R",3745,"R",23,"R",79,"R",2625,"R",15,"R",52,"R",390,"R",22,"R",76,"R",4123,"R",1,"R",3,"R",13865,"R",29,"R",170,"R",17
146825,"R",125,"R",19,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",648,"A",,"A",,"A",,"R",124,"R",99,"R",6021912,"R",325,"R",68,"R",54,"R",3503,"R",80,"R",64,"R",2907,"R",124,"R",99,"R",4747,"R",106,"R",85,"R",6855,"R",124,"R",99,"R",8543,"R",68,"R",54,"R",3033,"R",68,"R",54,"R",470,"R",106,"R",85,"R",5052,"R",17,"R",14,"R",11245,"R",125,"R",648,"R",19
147004,"R",364,"R",7,"R",352,"R",97,"R",12,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"R",5274,"A",,"A",,"A",,"R",97,"R",27,"R",3109929,"R",773,"R",62,"R",17,"R",3079,"R",60,"R",16,"R",1537,"R",29,"R",8,"R",1113,"Z",0,"Z",0,"A",,"R",97,"R",27,"R",3251,"R",62,"R",17,"R",2862,"R",18,"R",5,"R",744,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",364,"R",5274,"R",7
147013,"R",298,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2422,"A",,"A",,"A",,"R",297,"R",100,"R",19259872,"R",630,"R",102,"R",34,"R",3678,"R",146,"R",49,"R",4495,"R",293,"R",98,"R",11046,"R",211,"R",71,"R",4172,"R",294,"R",99,"R",14516,"R",102,"R",34,"R",2733,"R",86,"R",29,"R",1121,"R",211,"R",71,"R",3811,"R",12,"R",4,"R",6339,"R",298,"R",2422,"R",12
147129,"R",118,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",118,"A",,"A",,"A",,"R",113,"R",96,"R",352282,"R",56,"R",56,"R",47,"R",1730,"R",82,"R",69,"R",2884,"R",14,"R",12,"R",1351,"R",91,"R",77,"R",5665,"R",83,"R",70,"R",4244,"R",56,"R",47,"R",1730,"Z",0,"Z",0,"A",,"R",91,"R",77,"R",5067,"R",12,"R",10,"R",4542,"R",118,"R",118,"R",100
147165,"R",13,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",641,"A",,"A",,"A",,"R",13,"R",100,"R",2498992,"R",578,"R",11,"R",85,"R",4073,"R",11,"R",85,"R",3584,"Z",0,"Z",0,"A",,"R",8,"R",62,"R",6374,"R",12,"R",92,"R",7019,"R",11,"R",85,"R",3063,"R",9,"R",69,"R",1235,"R",8,"R",62,"R",6374,"Z",0,"Z",0,"A",,"R",13,"R",641,"R",2
147244,"R",475,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2335,"A",,"A",,"A",,"R",475,"R",100,"R",26460364,"R",703,"R",120,"R",25,"R",4748,"R",172,"R",36,"R",4760,"R",475,"R",100,"R",11917,"R",342,"R",72,"R",6302,"R",475,"R",100,"R",14840,"R",120,"R",25,"R",2907,"R",103,"R",22,"R",2145,"R",338,"R",71,"R",4539,"R",58,"R",12,"R",10708,"R",475,"R",2335,"R",20
147341,"R",393,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1343,"A",,"A",,"A",,"R",392,"R",100,"R",18036286,"R",386,"R",109,"R",28,"R",4596,"R",168,"R",43,"R",5080,"R",392,"R",100,"R",10923,"R",312,"R",79,"R",5377,"R",392,"R",100,"R",14378,"R",109,"R",28,"R",2931,"R",107,"R",27,"R",1697,"R",312,"R",79,"R",4238,"R",39,"R",10,"R",9117,"R",393,"R",1343,"R",29
147378,"R",1435,"R",9,"R",1146,"R",80,"R",279,"R",19,"R",10,"R",1,"Z",0,"Z",0,"R",15859,"A",,"A",,"A",,"R",419,"R",29,"R",10499405,"R",2583,"R",297,"R",21,"R",3280,"R",258,"R",18,"R",1495,"R",49,"R",3,"R",1894,"R",72,"R",5,"R",3164,"R",353,"R",25,"R",4115,"R",296,"R",21,"R",3140,"R",67,"R",5,"R",665,"R",72,"R",5,"R",3164,"Z",0,"Z",0,"A",,"R",1435,"R",15859,"R",9
147396,"R",44,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",143,"A",,"A",,"A",,"R",41,"R",93,"R",566373,"R",59,"R",22,"R",50,"R",3271,"R",25,"R",57,"R",4469,"R",30,"R",68,"R",1039,"R",41,"R",93,"R",7447,"R",41,"R",93,"R",5240,"R",22,"R",50,"R",2903,"R",19,"R",43,"R",427,"R",41,"R",93,"R",6115,"R",6,"R",14,"R",9107,"R",44,"R",143,"R",31
147411,"R",213,"R",4,"R",200,"R",94,"R",13,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"R",5057,"A",,"A",,"A",,"R",209,"R",98,"R",5616610,"R",1664,"R",129,"R",61,"R",2745,"R",118,"R",55,"R",942,"R",6,"R",3,"R",784,"R",3,"R",1,"R",5641,"R",209,"R",98,"R",2248,"R",112,"R",53,"R",3084,"R",17,"R",8,"R",512,"R",3,"R",1,"R",5641,"Z",0,"Z",0,"A",,"R",213,"R",5057,"R",4
147439,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",78,"R",66,"R",119,"R",60,"R",77,"R",191766,"R",53,"R",53,"R",68,"R",2769,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",52,"R",67,"R",4021,"R",53,"R",68,"R",2769,"R",53,"R",68,"R",2663,"R",34,"R",44,"R",166,"R",52,"R",67,"R",4021,"Z",0,"Z",0,"A",,"R",78,"R",119,"R",66
147536,"R",7,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1866,"A",,"A",,"A",,"R",6,"R",86,"R",8016702,"R",1066,"R",6,"R",86,"R",3552,"R",6,"R",86,"R",4238,"R",5,"R",71,"R",2440,"R",4,"R",57,"R",6184,"R",6,"R",86,"R",9824,"R",6,"R",86,"R",3152,"R",4,"R",57,"R",600,"R",4,"R",57,"R",6184,"Z",0,"Z",0,"A",,"R",7,"R",1866,"Z",0
147590,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",116,"A",,"A",,"A",,"A",,"A",,"R",341056,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",116,"A",
147642,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",42,"R",27,"R",158,"R",19,"R",45,"R",286320,"R",54,"R",14,"R",33,"R",3426,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",10,"R",24,"R",3267,"R",14,"R",33,"R",3426,"R",14,"R",33,"R",3426,"Z",0,"Z",0,"A",,"R",10,"R",24,"R",3267,"Z",0,"Z",0,"A",,"R",42,"R",158,"R",27
147660,"R",421,"R",19,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2232,"A",,"A",,"A",,"R",405,"R",96,"R",22403323,"R",418,"R",77,"R",18,"R",3944,"R",122,"R",29,"R",4712,"R",398,"R",95,"R",11613,"R",297,"R",71,"R",5090,"R",399,"R",95,"R",13785,"R",77,"R",18,"R",2480,"R",66,"R",16,"R",1708,"R",297,"R",71,"R",3770,"R",86,"R",20,"R",4559,"R",421,"R",2232,"R",19
147679,"R",373,"R",17,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2238,"A",,"A",,"A",,"R",355,"R",95,"R",12789664,"R",593,"R",102,"R",27,"R",4840,"R",80,"R",21,"R",4720,"R",314,"R",84,"R",4046,"R",312,"R",84,"R",4236,"R",335,"R",90,"R",6393,"R",102,"R",27,"R",3283,"R",101,"R",27,"R",1572,"R",312,"R",84,"R",3566,"R",19,"R",5,"R",10988,"R",373,"R",2238,"R",17
147703,"R",2995,"R",16,"Z",0,"Z",0,"R",2916,"R",97,"R",79,"R",3,"Z",0,"Z",0,"R",18917,"A",,"A",,"A",,"R",2310,"R",77,"R",58776063,"R",4758,"R",903,"R",30,"R",4273,"R",1278,"R",43,"R",4757,"R",631,"R",21,"R",2552,"R",1899,"R",63,"R",5863,"R",1466,"R",49,"R",7877,"R",883,"R",29,"R",3225,"R",748,"R",25,"R",1352,"R",1869,"R",62,"R",4184,"R",324,"R",11,"R",10231,"R",2995,"R",18917,"R",16
147749,"R",310,"R",16,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1985,"A",,"A",,"A",,"R",287,"R",93,"R",2996027,"R",1463,"R",240,"R",77,"R",1502,"R",239,"R",77,"R",1533,"R",94,"R",30,"R",709,"R",235,"R",76,"R",2079,"R",274,"R",88,"R",2896,"R",240,"R",77,"R",1298,"R",176,"R",57,"R",280,"R",235,"R",76,"R",2079,"Z",0,"Z",0,"A",,"R",310,"R",1985,"R",16
147767,"R",1981,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9261,"A",,"A",,"A",,"R",1087,"R",55,"R",90815834,"R",842,"R",178,"R",9,"R",7090,"R",115,"R",6,"R",4711,"R",999,"R",50,"R",21108,"R",688,"R",35,"R",5169,"R",1002,"R",51,"R",22845,"R",178,"R",9,"R",3048,"R",177,"R",9,"R",4064,"R",671,"R",34,"R",3851,"R",59,"R",3,"R",16481,"R",1981,"R",9261,"R",21
147776,"R",870,"R",10,"Z",0,"Z",0,"R",853,"R",98,"R",17,"R",2,"Z",0,"Z",0,"R",9115,"A",,"A",,"A",,"R",541,"R",62,"R",11587780,"R",3350,"R",394,"R",45,"R",3671,"R",424,"R",49,"R",3325,"R",25,"R",3,"R",2663,"R",8,"R",1,"R",1750,"R",457,"R",53,"R",6395,"R",394,"R",45,"R",3202,"R",242,"R",28,"R",763,"R",8,"R",1,"R",1750,"Z",0,"Z",0,"A",,"R",870,"R",9115,"R",10
147800,"R",765,"R",7,"R",654,"R",85,"R",87,"R",11,"R",3,"Z",0,"R",21,"R",3,"R",10805,"A",,"A",,"A",,"R",225,"R",29,"R",5018003,"R",1428,"R",161,"R",21,"R",3382,"R",136,"R",18,"R",1484,"R",75,"R",10,"R",1124,"R",20,"R",3,"R",3077,"R",212,"R",28,"R",3919,"R",161,"R",21,"R",3106,"R",67,"R",9,"R",665,"R",18,"R",2,"R",3116,"R",2,"R",0,"R",2729,"R",765,"R",10805,"R",7
147819,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",104,"R",96,"R",108,"R",104,"R",100,"R",112548,"R",55,"R",55,"R",53,"R",2046,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",97,"R",93,"R",1816,"R",55,"R",53,"R",2046,"R",55,"R",53,"R",2046,"Z",0,"Z",0,"A",,"R",97,"R",93,"R",1816,"Z",0,"Z",0,"A",,"R",104,"R",108,"R",96
147828,"R",704,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3190,"A",,"A",,"A",,"R",700,"R",99,"R",27402653,"R",709,"R",222,"R",32,"R",4645,"R",172,"R",24,"R",4473,"R",694,"R",99,"R",7998,"R",491,"R",70,"R",6170,"R",699,"R",99,"R",10516,"R",207,"R",29,"R",2791,"R",222,"R",32,"R",2043,"R",491,"R",70,"R",4228,"R",105,"R",15,"R",9083,"R",704,"R",3190,"R",22
147916,"R",881,"R",9,"R",598,"R",68,"R",252,"R",29,"R",31,"R",4,"Z",0,"Z",0,"R",9407,"A",,"A",,"A",,"R",468,"R",53,"R",7923833,"R",2297,"R",271,"R",31,"R",3176,"R",238,"R",27,"R",1673,"R",86,"R",10,"R",1924,"R",265,"R",30,"R",3770,"R",339,"R",38,"R",4201,"R",271,"R",31,"R",2957,"R",74,"R",8,"R",803,"R",265,"R",30,"R",3637,"R",5,"R",1,"R",7050,"R",881,"R",9407,"R",9
147970,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",149,"R",73,"R",203,"R",148,"R",99,"R",330934,"R",82,"R",82,"R",55,"R",4035,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",129,"R",87,"R",6992,"R",82,"R",55,"R",4035,"R",82,"R",55,"R",4035,"Z",0,"Z",0,"A",,"R",129,"R",87,"R",6992,"Z",0,"Z",0,"A",,"R",149,"R",203,"R",73
148007,"R",524,"R",10,"R",440,"R",84,"R",60,"R",11,"R",24,"R",5,"Z",0,"Z",0,"R",5507,"A",,"A",,"A",,"R",305,"R",58,"R",7815001,"R",1507,"R",246,"R",47,"R",2666,"R",200,"R",38,"R",1536,"R",62,"R",12,"R",1241,"R",30,"R",6,"R",3884,"R",305,"R",58,"R",3410,"R",246,"R",47,"R",2645,"R",45,"R",9,"R",117,"R",30,"R",6,"R",3884,"Z",0,"Z",0,"A",,"R",524,"R",5507,"R",10
148016,"R",114,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",490,"A",,"A",,"A",,"R",104,"R",91,"R",7458537,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",104,"R",91,"R",16363,"R",102,"R",89,"R",2474,"R",104,"R",91,"R",16363,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",102,"R",89,"R",2474,"R",114,"R",490,"R",23
148098,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",28,"R",36,"R",10,"R",100,"R",23710,"R",10,"R",10,"R",100,"R",2371,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",10,"R",100,"R",2237,"R",10,"R",100,"R",2371,"R",10,"R",100,"R",2371,"Z",0,"Z",0,"A",,"R",10,"R",100,"R",2237,"Z",0,"Z",0,"A",,"R",10,"R",36,"R",28
148131,"R",234,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1078,"A",,"A",,"A",,"R",226,"R",97,"R",8557994,"R",361,"R",154,"R",66,"R",4422,"R",159,"R",68,"R",4878,"R",215,"R",92,"R",11315,"R",201,"R",86,"R",5615,"R",222,"R",95,"R",17519,"R",131,"R",56,"R",3890,"R",111,"R",47,"R",1545,"R",190,"R",81,"R",5644,"R",11,"R",5,"R",5127,"R",234,"R",1078,"R",22
148140,"R",263,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",263,"A",,"A",,"A",,"R",261,"R",99,"R",515086,"R",170,"R",170,"R",65,"R",2868,"R",3,"R",1,"R",2418,"R",22,"R",8,"R",828,"R",257,"R",98,"R",6778,"R",170,"R",65,"R",3017,"R",170,"R",65,"R",2777,"R",33,"R",13,"R",466,"R",256,"R",97,"R",6657,"R",9,"R",3,"R",4207,"R",263,"R",263,"R",100
148177,"R",577,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2923,"A",,"A",,"A",,"R",515,"R",89,"R",2526084,"R",259,"R",376,"R",65,"R",2330,"R",226,"R",39,"R",1382,"R",206,"R",36,"R",1868,"R",493,"R",85,"R",11342,"R",465,"R",81,"R",3383,"R",259,"R",45,"R",3115,"R",117,"R",20,"R",593,"R",493,"R",85,"R",5360,"R",212,"R",37,"R",13911,"R",577,"R",2923,"R",20
148256,"R",878,"R",18,"R",564,"R",64,"R",123,"R",14,"R",33,"R",4,"R",158,"R",18,"R",4821,"A",,"A",,"A",,"R",731,"R",83,"C",2991983,"R",1001,"R",307,"R",35,"R",2763,"R",563,"R",64,"R",2931,"R",219,"R",25,"R",2254,"R",146,"R",17,"R",3443,"R",731,"R",83,"R",4093,"R",307,"R",35,"R",2763,"Z",0,"Z",0,"A",,"R",146,"R",17,"R",3443,"Z",0,"Z",0,"A",,"R",878,"R",4821,"R",18
148292,"R",241,"R",7,"R",227,"R",94,"R",14,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"R",3274,"A",,"A",,"A",,"R",150,"R",62,"R",4090605,"R",869,"R",62,"R",26,"R",4230,"R",46,"R",19,"R",1170,"R",20,"R",8,"R",970,"R",27,"R",11,"R",3595,"R",80,"R",33,"R",4193,"R",62,"R",26,"R",3805,"R",12,"R",5,"R",2200,"R",27,"R",11,"R",3595,"Z",0,"Z",0,"A",,"R",241,"R",3274,"R",7
148335,"R",1033,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4563,"A",,"A",,"A",,"R",1019,"R",99,"R",42412040,"R",3326,"R",621,"R",60,"R",3821,"R",608,"R",59,"R",4279,"R",776,"R",75,"R",4331,"R",875,"R",85,"R",5945,"R",960,"R",93,"R",8683,"R",621,"R",60,"R",2959,"R",374,"R",36,"R",1431,"R",871,"R",84,"R",5030,"R",92,"R",9,"R",8925,"R",1033,"R",4563,"R",23
148380,"R",853,"R",11,"R",844,"R",99,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"R",7923,"A",,"A",,"A",,"R",309,"R",36,"R",9146320,"R",1928,"R",281,"R",33,"R",2357,"R",206,"R",24,"R",1173,"R",45,"R",5,"R",737,"R",77,"R",9,"R",2184,"R",309,"R",36,"R",3033,"R",245,"R",29,"R",2634,"R",36,"R",4,"R",473,"R",77,"R",9,"R",2097,"R",2,"R",0,"R",3361,"R",853,"R",7923,"R",11
148399,"R",68,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",560,"A",,"A",,"A",,"R",65,"R",96,"R",451468,"R",417,"R",61,"R",90,"R",1294,"R",3,"R",4,"R",1913,"R",1,"R",1,"R",500,"R",62,"R",91,"R",2380,"R",61,"R",90,"R",1396,"R",61,"R",90,"R",1244,"R",61,"R",90,"R",50,"R",62,"R",91,"R",1177,"R",56,"R",82,"R",1332,"R",68,"R",560,"R",12
148405,"R",111,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",932,"A",,"A",,"A",,"R",111,"R",100,"R",9317522,"R",327,"R",39,"R",35,"R",3409,"R",52,"R",47,"R",4394,"R",111,"R",100,"R",11386,"R",101,"R",91,"R",4422,"R",111,"R",100,"R",14642,"R",38,"R",34,"R",2653,"R",19,"R",17,"R",1692,"R",88,"R",79,"R",3715,"R",22,"R",20,"R",5442,"R",111,"R",932,"R",12
148487,"R",263,"R",7,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3973,"A",,"A",,"A",,"R",218,"R",83,"R",16656431,"R",1377,"R",89,"R",34,"R",2929,"R",56,"R",21,"R",4309,"R",200,"R",76,"R",7949,"R",165,"R",63,"R",8834,"R",209,"R",79,"R",10008,"R",74,"R",28,"R",3038,"R",15,"R",6,"R",2391,"R",151,"R",57,"R",8111,"R",14,"R",5,"R",16643,"R",263,"R",3973,"R",7
148496,"R",366,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1598,"A",,"A",,"A",,"R",359,"R",98,"R",4815108,"R",134,"R",134,"R",37,"R",4141,"R",167,"R",46,"R",4771,"R",354,"R",97,"R",9780,"R",301,"R",82,"R",5668,"R",354,"R",97,"R",13598,"R",134,"R",37,"R",2983,"R",108,"R",30,"R",1438,"R",273,"R",75,"R",5369,"R",28,"R",8,"R",8585,"R",366,"R",1598,"R",23
148511,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",244,"A",,"A",,"A",,"A",,"A",,"R",876832,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",244,"A",
148575,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",329,"A",,"A",,"A",,"A",,"A",,"R",805818,"R",101,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",329,"A",
148584,"R",198,"R",10,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1930,"A",,"A",,"A",,"R",198,"R",100,"R",15001708,"R",431,"R",47,"R",24,"R",4230,"R",70,"R",35,"R",4850,"R",198,"R",100,"R",10533,"R",135,"R",68,"R",5073,"R",198,"R",100,"R",13251,"R",47,"R",24,"R",3020,"R",38,"R",19,"R",1497,"R",134,"R",68,"R",4153,"R",12,"R",6,"R",10693,"R",198,"R",1930,"R",10
148593,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",112,"A",,"A",,"A",,"A",,"A",,"R",493547,"R",19,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",112,"A",
148627,"R",511,"R",16,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3288,"A",,"A",,"A",,"R",505,"R",99,"R",27613647,"R",1293,"R",222,"R",43,"R",4631,"R",282,"R",55,"R",4538,"R",502,"R",98,"R",8139,"R",390,"R",76,"R",8218,"R",502,"R",98,"R",12736,"R",222,"R",43,"R",3386,"R",181,"R",35,"R",1527,"R",387,"R",76,"R",6403,"R",112,"R",22,"R",6493,"R",511,"R",3288,"R",16
148654,"R",255,"R",9,"Z",0,"Z",0,"R",247,"R",97,"R",8,"R",3,"Z",0,"Z",0,"R",2863,"A",,"A",,"A",,"R",230,"R",90,"R",7433144,"R",718,"R",80,"R",31,"R",3355,"R",87,"R",34,"R",3927,"R",181,"R",71,"R",2655,"R",124,"R",49,"R",3993,"R",203,"R",80,"R",5373,"R",80,"R",31,"R",2930,"R",60,"R",24,"R",567,"R",122,"R",48,"R",3550,"R",9,"R",4,"R",6886,"R",255,"R",2863,"R",9
148672,"R",248,"R",9,"R",240,"R",97,"R",8,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"R",2700,"A",,"A",,"A",,"R",185,"R",75,"R",2067555,"R",704,"R",105,"R",42,"R",3274,"R",76,"R",31,"R",1450,"R",77,"R",31,"R",1864,"R",56,"R",23,"R",2788,"R",160,"R",65,"R",3734,"R",99,"R",40,"R",2811,"R",53,"R",21,"R",1235,"R",55,"R",22,"R",2675,"R",2,"R",1,"R",4500,"R",248,"R",2700,"R",9
148821,"R",214,"R",9,"R",78,"R",36,"R",6,"R",3,"R",8,"R",4,"R",122,"R",57,"R",2480,"A",,"A",,"A",,"R",127,"R",59,"R",1413623,"R",876,"R",60,"R",28,"R",1839,"R",38,"R",18,"R",515,"R",28,"R",13,"R",953,"R",1,"R",0,"R",5000,"R",126,"R",59,"R",1242,"R",60,"R",28,"R",1839,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",1,"R",0,"R",5000,"R",214,"R",2480,"R",9
148849,"R",10,"R",13,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",76,"A",,"A",,"A",,"R",8,"R",80,"R",654493,"R",28,"R",2,"R",20,"R",4862,"R",4,"R",40,"R",5468,"R",8,"R",80,"R",9077,"R",7,"R",70,"R",5285,"R",8,"R",80,"R",13026,"R",2,"R",20,"R",4310,"R",1,"R",10,"R",1104,"R",6,"R",60,"R",4500,"R",1,"R",10,"R",10000,"R",10,"R",76,"R",13
148876,"R",404,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1289,"A",,"A",,"A",,"R",386,"R",96,"R",7023403,"R",1049,"R",366,"R",91,"R",2725,"R",334,"R",83,"R",3954,"R",226,"R",56,"R",1915,"R",6,"R",1,"R",7600,"R",386,"R",96,"R",7126,"R",329,"R",81,"R",2738,"R",65,"R",16,"R",1486,"Z",0,"Z",0,"A",,"R",6,"R",1,"R",7600,"R",404,"R",1289,"R",31
148919,"R",16,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"A",,"A",,"A",,"R",8,"R",50,"R",88317,"R",8,"R",8,"R",50,"R",3659,"R",8,"R",50,"R",4613,"Z",0,"Z",0,"A",,"R",6,"R",38,"R",4458,"R",8,"R",50,"R",8272,"R",8,"R",50,"R",3659,"Z",0,"Z",0,"A",,"R",6,"R",38,"R",4458,"Z",0,"Z",0,"A",,"R",16,"R",30,"R",53
148937,"R",127,"R",5,"R",64,"R",50,"R",55,"R",43,"R",8,"R",6,"Z",0,"Z",0,"R",2606,"A",,"A",,"A",,"R",70,"R",55,"R",2256117,"R",540,"R",48,"R",38,"N",3615,"R",35,"R",28,"R",1742,"R",37,"R",29,"R",1519,"R",1,"R",1,"R",2500,"R",70,"R",55,"N",4153,"R",47,"R",37,"N",3364,"R",37,"R",29,"N",416,"Z",0,"Z",0,"A",,"R",1,"R",1,"R",2500,"R",127,"R",2606,"R",5
148955,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",117,"R",100,"R",117,"R",108,"R",92,"R",464931,"R",99,"R",99,"R",85,"R",3027,"R",5,"R",4,"R",1321,"Z",0,"Z",0,"A",,"R",55,"R",47,"R",2535,"R",99,"R",85,"R",3094,"R",99,"R",85,"R",2841,"R",14,"R",12,"R",1314,"R",55,"R",47,"R",2535,"Z",0,"Z",0,"A",,"R",117,"R",117,"R",100
148973,"R",7,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"A",,"A",,"A",,"R",6,"R",86,"R",50671,"R",19,"R",4,"R",57,"R",3458,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",6,"R",86,"R",6442,"R",4,"R",57,"R",3458,"R",4,"R",57,"R",3458,"Z",0,"Z",0,"A",,"R",6,"R",86,"R",6442,"Z",0,"Z",0,"A",,"R",7,"R",25,"R",28
