unitid,"xscfa1n",scfa1n,"xscfa1p",scfa1p,"xscfa11n",scfa11n,"xscfa11p",scfa11p,"xscfa12n",scfa12n,"xscfa12p",scfa12p,"xscfa13n",scfa13n,"xscfa13p",scfa13p,"xscfa14n",scfa14n,"xscfa14p",scfa14p,"xscfa2",scfa2,"xscfy1n",scfy1n,"xscfy1p",scfy1p,"xscfy2",scfy2,"xanyaidn",anyaidn,"xanyaidp",anyaidp,"xfgrnt_n",fgrnt_n,"xfgrnt_p",fgrnt_p,"xfgrnt_a",fgrnt_a,"xsgrnt_n",sgrnt_n,"xsgrnt_p",sgrnt_p,"xsgrnt_a",sgrnt_a,"xigrnt_n",igrnt_n,"xigrnt_p",igrnt_p,"xigrnt_a",igrnt_a,"xloan_n",loan_n,"xloan_p",loan_p,"xloan_a",loan_a
104522,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",51,"R",86,"R",59,"R",48,"R",94,"R",33,"R",65,"R",1922,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28,"R",55,"R",2700
104531,"R",863,"R",23,"B",,"B",,"B",,"B",,"B",,"B",,"R",863,"R",100,"R",3706,"B",,"B",,"B",,"R",646,"R",75,"R",338,"R",39,"R",1887,"R",0,"R",0,"R",0,"R",30,"R",3,"R",2735,"R",633,"R",73,"R",4354
104568,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",61,"R",54,"R",112,"R",39,"R",64,"R",18,"R",30,"R",3000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21,"R",34,"R",5000
104577,"R",549,"R",9,"R",229,"R",42,"R",252,"R",46,"R",68,"R",12,"R",0,"R",0,"R",6230,"B",,"B",,"B",,"R",301,"R",55,"R",282,"R",51,"R",1165,"R",17,"R",3,"R",488,"R",170,"R",31,"R",1084,"R",0,"R",0,"R",0
104708,"R",576,"R",3,"R",556,"R",97,"R",20,"R",3,"R",0,"R",0,"R",0,"R",0,"R",19881,"B",,"B",,"B",,"R",322,"R",56,"R",170,"R",30,"R",2620,"R",38,"R",7,"R",408,"R",144,"R",25,"R",818,"R",58,"R",10,"R",2258
104717,"R",239,"R",19,"B",,"B",,"B",,"B",,"B",,"B",,"R",239,"R",100,"R",1243,"B",,"B",,"B",,"R",159,"R",67,"R",58,"R",24,"R",3190,"R",9,"R",4,"R",1346,"R",150,"R",63,"R",1197,"R",132,"R",55,"R",6727
104805,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",1271,"R",65,"R",1954,"R",1208,"R",95,"R",785,"R",62,"R",1846,"R",115,"R",9,"R",5500,"R",0,"R",0,"R",0,"R",1087,"R",86,"R",4173
104911,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",44,"R",39,"R",112,"R",17,"R",39,"R",13,"R",30,"R",2246,"R",1,"R",2,"H",,"R",15,"R",34,"R",600,"R",11,"R",25,"R",2150
104984,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",88,"R",100,"R",88,"R",70,"R",80,"R",70,"R",80,"R",2000,"R",20,"R",23,"R",250,"R",5,"R",6,"R",2000,"R",61,"R",69,"R",6625
105118,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",271,"R",95,"R",284,"R",257,"R",95,"R",188,"R",69,"R",3249,"R",3,"R",1,"R",932,"R",3,"R",1,"R",1000,"R",243,"R",90,"R",11624
105127,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",60,"R",100,"R",60,"R",40,"R",67,"R",35,"R",58,"R",1894,"R",0,"R",0,"R",0,"R",5,"R",8,"R",5000,"R",40,"R",67,"R",2116
105145,"R",72,"R",1,"R",65,"R",90,"R",7,"R",10,"R",0,"R",0,"R",0,"R",0,"R",7467,"B",,"B",,"B",,"R",36,"R",50,"R",22,"R",31,"R",2936,"R",2,"R",3,"H",,"R",1,"R",1,"H",,"R",6,"R",8,"R",1835
105154,"R",816,"R",4,"R",696,"R",85,"R",120,"R",15,"R",0,"R",0,"R",0,"R",0,"R",22564,"B",,"B",,"B",,"R",391,"R",48,"R",193,"R",24,"R",2471,"R",8,"R",1,"R",827,"R",175,"R",21,"R",644,"R",86,"R",11,"R",3459
105163,"R",97,"R",51,"B",,"B",,"B",,"B",,"B",,"B",,"R",97,"R",100,"R",192,"B",,"B",,"B",,"R",77,"R",79,"R",44,"R",45,"R",2170,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70,"R",72,"R",4596
105172,"R",180,"R",57,"B",,"B",,"B",,"B",,"B",,"B",,"R",180,"R",100,"R",315,"B",,"B",,"B",,"R",143,"R",79,"R",80,"R",44,"R",1909,"R",0,"R",0,"R",0,"R",4,"R",2,"R",3284,"R",123,"R",68,"R",5138
105206,"R",75,"R",1,"R",72,"R",96,"R",0,"R",0,"R",3,"R",4,"R",0,"R",0,"R",5918,"B",,"B",,"B",,"R",60,"R",80,"R",51,"R",68,"R",2231,"R",9,"R",12,"R",689,"R",13,"R",17,"R",528,"R",0,"R",0,"R",0
105215,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",1547,"R",100,"R",1547,"R",1219,"R",79,"R",532,"R",34,"R",1925,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1156,"R",75,"R",4745
105242,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",28,"R",41,"R",68,"R",22,"R",79,"R",8,"R",29,"R",2224,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21,"R",75,"R",6188
105330,"R",2242,"R",16,"R",0,"R",0,"R",1742,"R",78,"R",500,"R",22,"R",0,"R",0,"R",13986,"B",,"B",,"B",,"R",1498,"R",67,"R",417,"R",19,"R",2355,"R",83,"R",4,"R",1266,"R",866,"R",39,"R",1722,"R",714,"R",32,"R",3739
105349,"R",150,"R",4,"R",127,"R",85,"R",14,"R",9,"R",7,"R",5,"R",2,"R",1,"R",3886,"B",,"B",,"B",,"R",37,"R",25,"R",26,"R",17,"R",2130,"R",4,"R",3,"R",961,"R",17,"R",11,"R",874,"R",0,"R",0,"R",0
105419,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",135,"R",100,"R",135,"R",68,"R",50,"R",50,"R",37,"R",1665,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50,"R",37,"R",4840
105428,"R",358,"R",3,"R",327,"R",91,"R",31,"R",9,"R",0,"R",0,"R",0,"R",0,"R",11966,"B",,"B",,"B",,"R",242,"R",68,"R",159,"R",44,"R",2560,"R",29,"R",8,"R",1750,"R",58,"R",16,"R",449,"R",48,"R",13,"R",2295
105516,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",737,"R",4,"R",19590,"R",343,"R",47,"R",153,"R",21,"R",2296,"A",,"B",,"A",,"A",,"B",,"A",,"R",309,"R",42,"R",5946
105525,"R",1785,"R",6,"R",1409,"R",79,"R",138,"R",8,"R",189,"R",11,"R",49,"R",3,"R",29607,"B",,"B",,"B",,"R",1047,"R",59,"R",561,"R",31,"R",2404,"R",356,"R",20,"R",1172,"R",318,"R",18,"R",694,"R",291,"R",16,"R",3689
105534,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",435,"R",84,"R",516,"R",410,"R",94,"R",380,"R",87,"R",1876,"R",9,"R",2,"R",1122,"R",10,"R",2,"R",3758,"R",68,"R",16,"R",3068
105543,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",438,"R",88,"R",496,"R",356,"R",81,"R",356,"R",81,"R",1855,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",350,"R",80,"R",2746
105589,"R",90,"R",12,"B",,"B",,"B",,"B",,"B",,"B",,"R",90,"R",100,"R",734,"B",,"B",,"B",,"R",38,"R",42,"R",13,"R",14,"R",2341,"R",2,"R",2,"H",,"R",12,"R",13,"R",1079,"R",34,"R",38,"R",4149
105659,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",301,"R",66,"R",453,"R",160,"R",53,"R",88,"R",29,"R",2000,"R",9,"R",3,"R",500,"R",0,"R",0,"R",0,"R",136,"R",45,"R",4000
105668,"R",33,"R",0,"R",26,"R",79,"R",7,"R",21,"R",0,"R",0,"R",0,"R",0,"R",10211,"B",,"B",,"B",,"R",4,"R",12,"R",4,"R",12,"R",2717,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
105677,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",33,"R",100,"R",33,"R",14,"R",42,"R",8,"R",24,"R",1083,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14,"R",42,"R",3080
105747,"R",210,"R",2,"R",170,"R",81,"R",40,"R",19,"R",0,"R",0,"R",0,"R",0,"R",10266,"B",,"B",,"B",,"R",69,"R",33,"R",33,"R",16,"R",2399,"R",1,"R",0,"H",,"R",27,"R",13,"R",717,"R",26,"R",12,"R",3501
105792,"R",115,"R",4,"R",110,"R",96,"R",5,"R",4,"R",0,"R",0,"R",0,"R",0,"R",3150,"B",,"B",,"B",,"R",98,"R",85,"R",79,"R",69,"R",2614,"R",0,"R",0,"R",0,"R",39,"R",34,"R",581,"R",0,"R",0,"R",0
105899,"R",43,"R",15,"B",,"B",,"B",,"B",,"B",,"B",,"R",43,"R",100,"R",284,"B",,"B",,"B",,"R",33,"R",77,"R",14,"R",33,"R",1749,"R",6,"R",14,"R",619,"R",31,"R",72,"R",1267,"R",29,"R",67,"R",3447
105987,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",274,"R",90,"R",305,"R",221,"R",81,"R",221,"R",81,"R",3928,"R",2,"R",1,"H",,"R",7,"R",3,"R",950,"R",217,"R",79,"R",3928
106041,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",3418,"R",100,"R",3418,"R",2815,"R",82,"R",1258,"R",37,"R",2139,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2815,"R",82,"R",5042
106050,"R",66,"R",50,"B",,"B",,"B",,"B",,"B",,"B",,"R",66,"R",100,"R",132,"B",,"B",,"B",,"R",63,"R",95,"R",39,"R",59,"R",2600,"R",2,"R",3,"H",,"R",0,"R",0,"R",0,"R",63,"R",95,"R",6200
106102,"R",36,"R",3,"B",,"B",,"B",,"B",,"B",,"B",,"R",36,"R",100,"R",1075,"B",,"B",,"B",,"R",32,"R",89,"R",21,"R",58,"R",1358,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32,"R",89,"R",8498
106111,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",123,"R",97,"R",127,"R",94,"R",76,"R",61,"R",50,"R",1789,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",81,"R",66,"R",3937
106148,"R",294,"R",4,"R",176,"R",60,"R",99,"R",34,"R",18,"R",6,"R",1,"R",0,"R",6835,"B",,"B",,"B",,"R",170,"R",58,"R",88,"R",30,"R",2203,"R",5,"R",2,"R",680,"R",82,"R",28,"R",2319,"R",36,"R",12,"R",3163
106245,"R",950,"R",11,"R",0,"R",0,"R",900,"R",95,"R",50,"R",5,"R",0,"R",0,"R",8345,"B",,"B",,"B",,"R",734,"R",77,"R",521,"R",55,"R",2006,"R",197,"R",21,"R",2613,"R",208,"R",22,"R",3037,"R",581,"R",61,"R",2749
106281,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",28,"R",97,"R",29,"R",23,"R",82,"R",23,"R",79,"R",2000,"R",2,"R",7,"H",,"R",0,"R",0,"R",0,"R",12,"R",41,"R",1274
106306,"R",16,"R",10,"B",,"B",,"B",,"B",,"B",,"B",,"R",16,"R",100,"R",157,"B",,"B",,"B",,"R",16,"R",100,"R",10,"R",63,"R",1948,"R",1,"R",6,"H",,"R",2,"R",13,"H",,"R",7,"R",44,"R",2580
106315,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",34,"R",100,"R",34,"R",30,"R",88,"R",30,"R",88,"R",1481,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
106342,"R",141,"R",31,"B",,"B",,"B",,"B",,"B",,"B",,"R",141,"R",100,"R",462,"B",,"B",,"B",,"R",127,"R",90,"R",51,"R",36,"R",2418,"R",73,"R",52,"R",3256,"R",123,"R",87,"R",7785,"R",73,"R",52,"R",2746
106351,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",35,"R",100,"R",35,"R",34,"R",97,"R",28,"R",80,"R",2600,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31,"R",89,"R",2625
106360,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",77,"R",100,"R",77,"R",63,"R",82,"R",63,"R",82,"R",1507,"A",,"B",,"A",,"A",,"B",,"A",,"A",,"B",,"A",
106397,"R",2213,"R",18,"R",0,"R",0,"R",1873,"R",85,"R",340,"R",15,"R",0,"R",0,"R",12240,"B",,"B",,"B",,"R",1833,"R",83,"R",549,"R",25,"R",2363,"R",1134,"R",51,"R",2924,"R",1188,"R",54,"R",5180,"R",639,"R",29,"R",2819
106412,"R",662,"R",25,"R",0,"R",0,"R",455,"R",69,"R",207,"R",31,"R",0,"R",0,"R",2610,"B",,"B",,"B",,"R",576,"R",87,"R",507,"R",77,"R",3000,"R",214,"R",32,"R",1600,"R",454,"R",69,"R",1800,"R",454,"R",69,"R",2000
106449,"R",594,"R",19,"R",215,"R",36,"R",371,"R",62,"R",8,"R",1,"R",0,"R",0,"R",3186,"B",,"B",,"B",,"R",321,"R",54,"R",230,"R",39,"R",1826,"R",146,"R",25,"R",1295,"R",68,"R",11,"R",613,"R",87,"R",15,"R",1688
106458,"R",1657,"R",18,"R",0,"R",0,"R",1474,"R",89,"R",183,"R",11,"R",0,"R",0,"R",9398,"B",,"B",,"B",,"R",1442,"R",87,"R",603,"R",36,"R",2133,"R",705,"R",43,"R",2171,"R",972,"R",59,"R",2280,"R",525,"R",32,"R",2406
106467,"R",1060,"R",23,"R",269,"R",25,"R",751,"R",71,"R",40,"R",4,"R",0,"R",0,"R",4576,"B",,"B",,"B",,"R",656,"R",62,"R",460,"R",43,"R",1450,"R",474,"R",45,"R",1567,"R",587,"R",55,"R",2061,"R",185,"R",17,"R",1893
106476,"R",310,"R",75,"R",310,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",415,"B",,"B",,"B",,"R",260,"R",84,"R",260,"R",84,"R",2364,"R",11,"R",4,"R",1000,"R",33,"R",11,"R",106,"R",0,"R",0,"R",0
106485,"R",511,"R",24,"A",,"B",,"R",479,"R",94,"R",32,"R",6,"R",0,"R",0,"R",2122,"B",,"B",,"B",,"R",425,"R",83,"R",239,"R",47,"R",2105,"R",106,"R",21,"R",1413,"R",163,"R",32,"R",1508,"R",212,"R",41,"R",2158
106607,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",44,"R",96,"R",46,"R",24,"R",55,"R",24,"R",55,"R",1816,"R",7,"R",16,"R",3207,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
106625,"R",125,"R",19,"R",37,"R",30,"R",84,"R",67,"R",4,"R",3,"R",0,"R",0,"R",652,"B",,"B",,"B",,"R",90,"R",72,"R",77,"R",62,"R",2298,"R",8,"R",6,"R",1938,"R",15,"R",12,"R",1003,"R",7,"R",6,"R",1731
106704,"R",1729,"R",22,"R",0,"R",0,"R",1626,"R",94,"R",103,"R",6,"R",0,"R",0,"R",7724,"B",,"B",,"B",,"R",1507,"R",87,"R",474,"R",27,"R",2181,"R",162,"R",9,"R",2140,"R",1253,"R",72,"R",4470,"R",553,"R",32,"R",3383
106713,"R",114,"R",36,"B",,"B",,"B",,"B",,"B",,"B",,"R",114,"R",100,"R",321,"B",,"B",,"B",,"R",105,"R",92,"R",41,"R",36,"R",1102,"R",33,"R",29,"R",1250,"R",75,"R",66,"R",1991,"R",11,"R",10,"R",1492
106759,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",40,"R",100,"R",40,"R",40,"R",100,"R",40,"R",100,"R",2209,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
106795,"R",86,"R",11,"A",,"B",,"R",83,"R",97,"R",3,"R",3,"R",0,"R",0,"R",819,"B",,"B",,"B",,"R",73,"R",85,"R",64,"R",74,"R",3192,"R",19,"R",22,"R",947,"R",7,"R",8,"R",763,"R",0,"R",0,"R",0
106801,"R",92,"R",34,"A",,"B",,"R",84,"R",91,"R",8,"R",9,"R",0,"R",0,"R",267,"B",,"B",,"B",,"R",73,"R",79,"R",66,"R",72,"R",2615,"R",6,"R",7,"R",225,"R",13,"R",14,"R",990,"R",0,"R",0,"R",0
106810,"R",60,"R",36,"B",,"B",,"B",,"B",,"B",,"B",,"R",60,"R",100,"R",167,"B",,"B",,"B",,"R",52,"R",87,"R",30,"R",50,"R",2027,"R",20,"R",33,"R",1475,"R",33,"R",55,"R",1923,"R",35,"R",58,"R",2121
106829,"R",215,"R",55,"R",0,"R",0,"R",215,"R",100,"R",0,"R",0,"R",0,"R",0,"R",394,"B",,"B",,"B",,"R",202,"R",94,"R",150,"R",70,"R",1602,"R",23,"R",11,"R",248,"R",29,"R",13,"R",318,"R",0,"R",0,"R",0
106847,"R",288,"R",100,"R",0,"R",0,"R",288,"R",100,"R",0,"R",0,"R",0,"R",0,"R",288,"B",,"B",,"B",,"R",140,"R",49,"R",140,"R",49,"R",1500,"R",10,"R",3,"R",900,"R",10,"R",3,"R",900,"R",0,"R",0,"R",0
106883,"R",88,"R",8,"R",43,"R",49,"R",45,"R",51,"R",0,"R",0,"R",0,"R",0,"R",1158,"B",,"B",,"B",,"R",78,"R",89,"R",48,"R",55,"R",1408,"R",4,"R",5,"R",1250,"R",21,"R",24,"R",4255,"R",2,"R",2,"H",
106892,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",245,"R",84,"R",292,"R",225,"R",92,"R",225,"R",92,"R",1714,"R",0,"R",0,"R",0,"R",10,"R",4,"R",5890,"R",160,"R",65,"R",2456
106908,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",42,"R",100,"R",42,"R",40,"R",95,"R",37,"R",88,"R",1436,"R",3,"R",7,"R",2797,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
106935,"R",110,"R",41,"A",,"B",,"R",108,"R",98,"R",2,"R",2,"R",0,"R",0,"R",266,"B",,"B",,"B",,"R",89,"R",81,"R",65,"R",59,"R",2065,"R",45,"R",41,"R",1416,"R",9,"R",8,"R",563,"R",2,"R",2,"H",
106944,"R",59,"R",37,"R",0,"R",0,"R",52,"R",88,"R",7,"R",12,"R",0,"R",0,"R",158,"B",,"B",,"B",,"R",27,"R",46,"R",27,"R",46,"R",1720,"R",5,"R",8,"R",300,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
106980,"R",282,"R",13,"R",205,"R",73,"R",72,"R",26,"R",5,"R",2,"R",0,"R",0,"R",2195,"B",,"B",,"B",,"R",225,"R",80,"R",130,"R",46,"R",1299,"R",23,"R",8,"R",1188,"R",23,"R",8,"R",553,"R",49,"R",17,"R",681
106999,"R",129,"R",13,"R",96,"R",74,"R",32,"R",25,"R",1,"R",1,"R",0,"R",0,"R",994,"B",,"B",,"B",,"R",109,"R",84,"R",78,"R",60,"R",2202,"R",46,"R",36,"R",1872,"R",25,"R",19,"R",672,"R",14,"R",11,"R",1477
107017,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",89,"R",5,"R",1620,"R",50,"R",56,"R",50,"R",56,"R",3125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
107044,"R",928,"R",25,"B",,"B",,"B",,"B",,"B",,"B",,"R",928,"R",100,"R",3752,"B",,"B",,"B",,"R",884,"R",95,"R",288,"R",31,"R",2162,"R",155,"R",17,"R",2967,"R",753,"R",81,"R",3117,"R",586,"R",63,"R",6013
107071,"R",561,"R",21,"R",0,"R",0,"R",459,"R",82,"R",102,"R",18,"R",0,"R",0,"R",2683,"B",,"B",,"B",,"R",356,"R",63,"R",184,"R",33,"R",2000,"R",68,"R",12,"R",600,"R",321,"R",57,"R",1825,"R",84,"R",15,"R",2625
107080,"R",326,"R",29,"B",,"B",,"B",,"B",,"B",,"B",,"R",326,"R",100,"R",1120,"B",,"B",,"B",,"R",297,"R",91,"R",69,"R",21,"R",2358,"R",134,"R",41,"R",8394,"R",251,"R",77,"R",4573,"R",210,"R",64,"R",4463
107123,"R",45,"R",36,"B",,"B",,"B",,"B",,"B",,"B",,"R",45,"R",100,"R",124,"B",,"B",,"B",,"R",12,"R",27,"R",12,"R",27,"R",1176,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11,"R",24,"R",2382
107141,"R",269,"R",20,"B",,"B",,"B",,"B",,"B",,"B",,"R",269,"R",100,"R",1324,"B",,"B",,"B",,"R",247,"R",92,"R",67,"R",25,"R",2675,"R",49,"R",18,"R",3382,"R",227,"R",84,"R",4518,"R",132,"R",49,"R",3099
107211,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",44,"R",100,"R",44,"R",44,"R",100,"R",44,"R",88,"R",5800,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
107220,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",49,"R",100,"R",49,"R",32,"R",65,"R",32,"R",65,"R",1801,"R",1,"R",2,"H",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
107275,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",26,"R",100,"R",26,"R",14,"R",54,"R",14,"R",54,"R",2445,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
107318,"R",130,"R",12,"R",116,"R",89,"R",13,"R",10,"R",1,"R",1,"R",0,"R",0,"R",1119,"B",,"B",,"B",,"R",85,"R",65,"R",65,"R",50,"R",1508,"R",11,"R",8,"R",783,"R",9,"R",7,"R",392,"R",0,"R",0,"R",0
107327,"R",204,"R",11,"R",127,"R",62,"R",15,"R",7,"R",62,"R",30,"R",0,"R",0,"R",1915,"B",,"B",,"B",,"R",102,"R",50,"R",68,"R",33,"R",1160,"R",11,"R",5,"R",1009,"R",21,"R",10,"R",439,"R",2,"R",1,"H",
107363,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",21,"R",100,"R",21,"R",15,"R",71,"R",14,"R",67,"R",1563,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
107442,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",65,"R",100,"R",65,"R",63,"R",97,"R",57,"R",88,"R",2029,"R",6,"R",9,"R",1837,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
107460,"R",393,"R",37,"R",157,"R",40,"R",207,"R",53,"R",29,"R",7,"R",0,"R",0,"R",1056,"B",,"B",,"B",,"R",290,"R",74,"R",180,"R",46,"R",2373,"R",135,"R",34,"R",1607,"R",100,"R",25,"R",993,"R",32,"R",8,"R",2129
107488,"R",118,"R",42,"R",0,"R",0,"R",113,"R",96,"R",5,"R",4,"R",0,"R",0,"R",284,"B",,"B",,"B",,"R",115,"R",97,"R",53,"R",45,"R",989,"R",13,"R",11,"R",179,"R",17,"R",14,"R",420,"R",1,"R",1,"H",
107512,"R",448,"R",27,"B",,"B",,"B",,"B",,"B",,"B",,"R",448,"R",100,"R",1638,"B",,"B",,"B",,"R",426,"R",95,"R",170,"R",38,"R",1297,"R",127,"R",28,"R",1544,"R",413,"R",92,"R",2578,"R",225,"R",50,"R",1562
107521,"R",134,"R",15,"A",,"B",,"R",134,"R",100,"R",0,"R",0,"R",0,"R",0,"R",896,"B",,"B",,"B",,"R",115,"R",86,"R",80,"R",60,"R",1456,"R",43,"R",32,"R",1333,"R",71,"R",53,"R",253,"R",2,"R",1,"H",
107549,"R",143,"R",17,"R",0,"R",0,"R",141,"R",99,"R",2,"R",1,"R",0,"R",0,"R",829,"B",,"B",,"B",,"R",113,"R",79,"R",94,"R",66,"R",1367,"R",61,"R",43,"R",700,"R",18,"R",13,"R",516,"R",19,"R",13,"R",1650
107558,"R",171,"R",31,"B",,"B",,"B",,"B",,"B",,"B",,"R",171,"R",100,"R",558,"B",,"B",,"B",,"R",158,"R",92,"R",90,"R",53,"R",3300,"R",71,"R",42,"R",2500,"R",150,"R",88,"R",4375,"R",57,"R",33,"R",4352
107585,"R",398,"R",32,"R",0,"R",0,"R",218,"R",55,"R",2,"R",1,"R",178,"R",45,"R",1236,"B",,"B",,"B",,"R",246,"R",62,"R",227,"R",57,"R",2470,"R",32,"R",8,"R",1698,"R",13,"R",3,"R",862,"R",13,"R",3,"R",1692
107600,"R",136,"R",20,"B",,"B",,"B",,"B",,"B",,"B",,"R",136,"R",100,"R",692,"B",,"B",,"B",,"R",117,"R",86,"R",91,"R",67,"R",5825,"R",46,"R",34,"R",1254,"R",25,"R",18,"R",2778,"R",53,"R",39,"R",2438
107619,"R",183,"R",10,"R",140,"R",77,"R",27,"R",15,"R",16,"R",9,"R",0,"R",0,"R",1871,"B",,"B",,"B",,"R",140,"R",77,"R",135,"R",74,"R",2420,"R",55,"R",30,"R",873,"R",20,"R",11,"R",852,"R",14,"R",8,"R",2625
107637,"R",249,"R",14,"R",240,"R",96,"R",9,"R",4,"R",0,"R",0,"R",0,"R",0,"R",1789,"B",,"B",,"B",,"R",59,"R",24,"R",40,"R",16,"R",1370,"R",2,"R",1,"H",,"R",5,"R",2,"R",450,"R",3,"R",1,"R",1354
107655,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",63,"R",58,"R",108,"R",55,"R",87,"R",55,"R",87,"R",1500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
107664,"R",604,"R",15,"R",599,"R",99,"R",0,"R",0,"R",5,"R",1,"R",0,"R",0,"R",4012,"B",,"B",,"B",,"R",417,"R",69,"R",304,"R",50,"R",2468,"R",97,"R",16,"R",896,"R",79,"R",13,"R",951,"R",108,"R",18,"R",3471
107673,"R",134,"R",71,"R",0,"R",0,"R",134,"R",100,"R",0,"R",0,"R",0,"R",0,"R",190,"B",,"B",,"B",,"R",132,"R",99,"R",132,"R",99,"R",1849,"R",6,"R",4,"R",330,"R",10,"R",7,"R",675,"R",10,"R",7,"R",1500
107725,"R",210,"R",17,"R",77,"R",37,"R",129,"R",61,"R",4,"R",2,"R",0,"R",0,"R",1235,"B",,"B",,"B",,"R",175,"R",83,"R",122,"R",58,"R",2403,"R",77,"R",37,"R",1504,"R",67,"R",32,"R",794,"R",31,"R",15,"R",2675
