unitid,"xscfa1n",scfa1n,"xscfa1p",scfa1p,"xscfa11n",scfa11n,"xscfa11p",scfa11p,"xscfa12n",scfa12n,"xscfa12p",scfa12p,"xscfa13n",scfa13n,"xscfa13p",scfa13p,"xscfa14n",scfa14n,"xscfa14p",scfa14p,"xscfa2",scfa2,"xscfy1n",scfy1n,"xscfy1p",scfy1p,"xscfy2",scfy2,"xanyaidn",anyaidn,"xanyaidp",anyaidp,"xfgrnt_n",fgrnt_n,"xfgrnt_p",fgrnt_p,"xfgrnt_a",fgrnt_a,"xsgrnt_n",sgrnt_n,"xsgrnt_p",sgrnt_p,"xsgrnt_a",sgrnt_a,"xigrnt_n",igrnt_n,"xigrnt_p",igrnt_p,"xigrnt_a",igrnt_a,"xloan_n",loan_n,"xloan_p",loan_p,"xloan_a",loan_a
413909,"R",6,"R",7,"B",,"B",,"B",,"B",,"B",,"B",,"R",6,"R",100,"R",89,"B",,"B",,"B",,"R",5,"R",83,"R",3,"R",50,"R",2565,"R",1,"R",17,"H",,"R",3,"R",50,"R",1767,"R",3,"R",50,"R",3958
413918,"R",27,"R",73,"B",,"B",,"B",,"B",,"B",,"B",,"R",27,"R",100,"R",37,"B",,"B",,"B",,"R",17,"R",63,"R",7,"R",26,"R",1822,"R",1,"R",4,"H",,"R",8,"R",30,"R",2522,"R",9,"R",33,"R",2410
413972,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",128,"R",96,"R",133,"R",91,"R",71,"R",60,"R",47,"R",2876,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",62,"R",48,"R",3088
414027,"R",153,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",153,"R",100,"R",153,"B",,"B",,"B",,"R",82,"R",54,"R",36,"R",24,"R",2057,"R",3,"R",2,"R",902,"R",0,"R",0,"R",0,"R",77,"R",50,"R",5449
414036,"R",205,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",205,"R",100,"R",205,"B",,"B",,"B",,"R",175,"R",85,"R",84,"R",41,"R",2009,"R",5,"R",2,"R",378,"R",0,"R",0,"R",0,"R",172,"R",84,"R",4900
414063,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",49,"R",100,"R",49,"R",27,"R",55,"R",13,"R",27,"R",2500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26,"R",53,"R",0
414124,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",213,"R",100,"R",213,"R",91,"R",43,"R",90,"R",42,"R",3100,"R",90,"R",42,"R",4000,"R",0,"R",0,"R",0,"R",82,"R",38,"R",4000
414160,"R",191,"R",17,"B",,"B",,"B",,"B",,"B",,"B",,"R",191,"R",100,"R",1132,"B",,"B",,"B",,"R",134,"R",70,"R",134,"R",70,"R",1214,"R",134,"R",70,"R",1335,"R",134,"R",70,"R",1004,"R",134,"R",70,"R",1567
414179,"R",608,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",608,"R",100,"R",608,"B",,"B",,"B",,"B",,"B",,"R",380,"R",63,"R",233,"R",30,"R",5,"R",160,"R",119,"R",20,"R",166,"R",79,"R",13,"R",471
414188,"R",1169,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",1169,"R",100,"R",1169,"B",,"B",,"B",,"B",,"B",,"R",760,"R",65,"R",466,"R",60,"R",5,"R",320,"R",191,"R",16,"R",307,"R",158,"R",14,"R",943
414212,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",209,"R",100,"R",209,"R",171,"R",82,"R",171,"R",82,"R",1393,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",171,"R",82,"R",3197
414452,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",43,"R",100,"R",43,"R",38,"R",88,"R",34,"R",79,"R",2424,"R",14,"R",33,"R",846,"R",4,"R",9,"R",596,"R",34,"R",79,"R",4906
414461,"R",450,"R",49,"B",,"B",,"B",,"B",,"B",,"B",,"R",450,"R",100,"R",923,"B",,"B",,"B",,"R",437,"R",97,"R",437,"R",97,"R",3050,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
414489,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",115,"R",94,"R",122,"R",35,"R",30,"R",35,"R",30,"R",1181,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
414531,"R",135,"R",61,"B",,"B",,"B",,"B",,"B",,"B",,"R",135,"R",100,"R",223,"B",,"B",,"B",,"R",96,"R",71,"R",35,"R",26,"R",1889,"R",5,"R",4,"R",727,"R",2,"R",1,"H",,"R",85,"R",63,"R",4588
414540,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",159,"R",98,"R",162,"R",139,"R",87,"R",59,"R",32,"R",2689,"R",0,"R",0,"R",0,"R",52,"R",28,"R",1370,"R",119,"R",64,"R",4317
414559,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",27,"R",100,"R",27,"R",22,"R",81,"R",22,"R",81,"R",1735,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22,"R",81,"R",4250
414568,"R",221,"R",74,"B",,"B",,"B",,"B",,"B",,"B",,"R",221,"R",100,"R",300,"B",,"B",,"B",,"R",180,"R",81,"R",107,"R",48,"R",1948,"R",0,"R",0,"R",0,"R",2,"R",1,"H",,"R",166,"R",75,"R",4886
414586,"R",195,"R",64,"B",,"B",,"B",,"B",,"B",,"B",,"R",195,"R",100,"R",306,"B",,"B",,"B",,"R",159,"R",82,"R",98,"R",50,"R",1934,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",145,"R",74,"R",4777
414708,"R",21,"R",4,"B",,"B",,"B",,"B",,"B",,"B",,"R",21,"R",100,"R",496,"B",,"B",,"B",,"R",7,"R",33,"R",6,"R",29,"R",1303,"R",4,"R",19,"R",1619,"R",0,"R",0,"R",0,"R",7,"R",33,"R",2738
414823,"R",505,"R",36,"B",,"B",,"B",,"B",,"B",,"B",,"R",505,"R",100,"R",1384,"B",,"B",,"B",,"R",450,"R",89,"R",276,"R",55,"R",2510,"R",50,"R",10,"R",1055,"R",413,"R",82,"R",2700,"R",428,"R",85,"R",6000
414832,"R",135,"R",60,"B",,"B",,"B",,"B",,"B",,"B",,"R",135,"R",100,"R",226,"B",,"B",,"B",,"R",107,"R",79,"R",53,"R",39,"R",1669,"R",8,"R",6,"R",2617,"R",0,"R",0,"R",0,"R",101,"R",75,"R",4082
414841,"R",284,"R",70,"B",,"B",,"B",,"B",,"B",,"B",,"R",284,"R",100,"R",403,"B",,"B",,"B",,"R",241,"R",85,"R",129,"R",45,"R",1873,"R",77,"R",27,"R",1610,"R",0,"R",0,"R",0,"R",216,"R",76,"R",4324
414850,"R",47,"R",21,"B",,"B",,"B",,"B",,"B",,"B",,"R",47,"R",100,"R",227,"B",,"B",,"B",,"R",37,"R",79,"R",28,"R",60,"R",2681,"R",0,"R",0,"R",0,"R",2,"R",4,"H",,"R",37,"R",79,"R",4251
414878,"R",1,"R",1,"B",,"B",,"B",,"B",,"B",,"B",,"R",1,"R",100,"R",123,"B",,"B",,"B",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
414911,"R",298,"R",25,"R",239,"R",80,"R",58,"R",19,"R",1,"R",0,"R",0,"R",0,"R",1201,"B",,"B",,"B",,"R",191,"R",64,"R",59,"R",20,"R",1124,"R",21,"R",7,"R",310,"R",23,"R",8,"R",200,"R",27,"R",9,"R",2648
414939,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",284,"R",100,"R",284,"R",284,"R",100,"R",154,"R",54,"R",1665,"R",2,"R",1,"H",,"R",0,"R",0,"R",0,"R",150,"R",53,"R",4358
415039,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",56,"R",100,"R",56,"R",40,"R",71,"R",15,"R",27,"R",1923,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31,"R",55,"R",3261
415057,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",61,"R",80,"R",76,"R",47,"R",77,"R",12,"R",20,"R",2170,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31,"R",51,"R",2166
415376,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",236,"R",100,"R",236,"R",191,"R",81,"R",191,"R",81,"R",3100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
415729,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",13,"R",16,"R",80,"R",9,"R",69,"R",5,"R",38,"R",784,"R",1,"R",8,"H",,"R",0,"R",0,"R",0,"R",3,"R",23,"R",4615
415987,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",180,"R",100,"R",180,"R",137,"R",76,"R",136,"R",76,"R",1799,"R",75,"R",42,"R",2871,"R",2,"R",1,"H",,"R",0,"R",0,"R",0
416184,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",37,"R",43,"R",86,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
416430,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",46,"R",100,"R",46,"R",44,"R",96,"R",35,"R",76,"R",2575,"R",29,"R",63,"R",5625,"R",44,"R",96,"R",1424,"R",3,"R",7,"R",8850
416458,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",80,"R",36,"R",224,"R",80,"R",100,"R",49,"R",22,"R",2200,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31,"R",14,"R",3900
416670,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",54,"R",100,"R",54,"R",41,"R",76,"R",25,"R",46,"R",2632,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38,"R",70,"R",3156
416962,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",231,"R",7,"R",3437,"R",98,"R",42,"R",49,"R",21,"R",2672,"A",,"B",,"A",,"A",,"B",,"A",,"R",87,"R",38,"R",5747
416971,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",42,"R",66,"R",64,"R",20,"R",48,"R",20,"R",48,"R",2118,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
416980,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",65,"R",58,"R",112,"R",21,"R",32,"R",21,"R",32,"R",2190,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
417062,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",71,"R",86,"R",83,"R",22,"R",31,"R",22,"R",31,"R",1982,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
417105,"R",3295,"R",100,"R",3295,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3295,"B",,"B",,"B",,"R",108,"R",3,"R",108,"R",3,"R",989,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
417114,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",1270,"R",88,"R",1442,"R",888,"R",70,"R",457,"R",36,"R",2131,"R",0,"R",0,"R",0,"R",47,"R",4,"R",2510,"R",716,"R",56,"R",6151
417123,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",238,"R",53,"R",452,"R",158,"R",66,"R",114,"R",48,"R",1578,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",101,"R",42,"R",3091
417318,"R",194,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",194,"R",100,"R",194,"B",,"B",,"B",,"R",174,"R",90,"R",174,"R",90,"R",2272,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",124,"R",64,"R",2100
417327,"R",24,"R",18,"B",,"B",,"B",,"B",,"B",,"B",,"R",24,"R",100,"R",136,"B",,"B",,"B",,"R",23,"R",96,"R",17,"R",71,"R",2100,"R",5,"R",21,"R",600,"A",,"B",,"A",,"R",20,"R",83,"R",4900
417406,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",41,"R",65,"R",63,"R",22,"R",54,"R",13,"R",32,"R",1895,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11,"R",27,"R",3902
417442,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",53,"R",91,"R",58,"R",44,"R",83,"R",36,"R",68,"R",2353,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24,"R",45,"R",4663
417497,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",71,"R",80,"R",89,"R",69,"R",97,"R",69,"R",97,"R",3125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",69,"R",97,"R",6625
417503,"R",85,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",85,"R",100,"R",85,"B",,"B",,"B",,"R",76,"R",89,"R",46,"R",54,"R",2545,"R",14,"R",16,"R",1035,"R",41,"R",48,"R",920,"R",76,"R",89,"R",3483
417567,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",195,"R",100,"R",195,"R",194,"R",99,"R",190,"R",97,"R",3300,"R",0,"R",0,"R",0,"R",190,"R",97,"R",100,"R",194,"R",99,"R",4625
417576,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",58,"R",100,"R",58,"R",56,"R",97,"R",56,"R",97,"R",6363,"A",,"S",,"A",,"A",,"S",,"A",,"A",,"S",,"A",
417619,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",160,"R",14,"R",1144,"R",81,"R",51,"R",81,"R",51,"R",1061,"R",79,"R",49,"R",1445,"R",0,"R",0,"R",0,"R",81,"R",51,"R",3477
417637,"R",122,"R",100,"R",43,"R",35,"R",73,"R",60,"R",6,"R",5,"R",0,"R",0,"R",122,"B",,"B",,"B",,"R",77,"R",63,"R",77,"R",63,"R",2647,"R",63,"R",52,"R",1661,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
417646,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",33,"R",100,"R",33,"R",26,"R",79,"R",19,"R",58,"R",2050,"R",6,"R",18,"R",1375,"R",0,"R",0,"R",0,"R",10,"R",30,"R",4404
417673,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",41,"R",100,"R",41,"R",32,"R",78,"R",27,"R",66,"R",1419,"R",1,"R",2,"H",,"R",0,"R",0,"R",0,"R",17,"R",41,"R",2355
417682,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",22,"R",85,"R",26,"R",20,"R",91,"R",11,"R",50,"R",2756,"R",7,"R",32,"R",400,"R",9,"R",41,"R",4769,"R",18,"R",82,"R",6073
417716,"R",37,"R",100,"R",35,"R",95,"R",1,"R",3,"R",1,"R",3,"R",0,"R",0,"R",37,"B",,"B",,"B",,"R",35,"R",95,"R",31,"R",84,"R",3300,"R",6,"R",16,"R",4000,"R",0,"R",0,"R",0,"R",32,"R",86,"R",6625
417725,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",67,"R",96,"R",70,"R",49,"R",73,"R",49,"R",73,"R",3004,"R",0,"R",0,"R",0,"R",13,"R",19,"R",1269,"R",0,"R",0,"R",0
417734,"R",50,"R",98,"B",,"B",,"B",,"B",,"B",,"B",,"R",50,"R",100,"R",51,"B",,"B",,"B",,"R",45,"R",90,"R",21,"R",42,"R",2093,"R",13,"R",26,"R",1525,"R",0,"R",0,"R",0,"R",33,"R",66,"R",4487
417743,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",6,"R",60,"R",10,"R",3,"R",50,"R",3,"R",50,"R",1561,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
417752,"R",31,"R",34,"B",,"B",,"B",,"B",,"B",,"B",,"R",31,"R",100,"R",92,"B",,"B",,"B",,"R",24,"R",77,"R",19,"R",61,"R",1392,"A",,"B",,"A",,"R",16,"R",52,"R",422,"R",21,"R",68,"R",3961
417789,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",31,"R",44,"R",71,"R",31,"R",100,"R",31,"R",100,"R",2543,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31,"R",100,"R",3353
417798,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",54,"R",83,"R",65,"R",48,"R",89,"R",41,"R",76,"R",3300,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",13,"R",2000
417822,"R",93,"R",100,"R",61,"R",66,"R",30,"R",32,"R",2,"R",2,"R",0,"R",0,"R",93,"B",,"B",,"B",,"R",23,"R",25,"R",23,"R",25,"R",1800,"A",,"B",,"A",,"R",3,"R",3,"R",500,"R",2,"R",2,"H",
417831,"R",79,"R",48,"R",79,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",165,"B",,"B",,"B",,"R",49,"R",62,"R",37,"R",47,"R",1600,"R",8,"R",10,"R",4000,"R",1,"R",1,"H",,"R",12,"R",15,"R",2500
417868,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",19,"R",100,"R",19,"R",16,"R",84,"R",11,"R",58,"R",1695,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13,"R",68,"R",3282
417886,"R",36,"R",100,"R",36,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36,"B",,"B",,"B",,"R",34,"R",94,"R",29,"R",81,"R",1965,"R",12,"R",33,"R",1776,"R",0,"R",0,"R",0,"R",18,"R",50,"R",3027
417910,"R",200,"R",100,"R",0,"R",0,"R",200,"R",100,"R",0,"R",0,"R",0,"R",0,"R",200,"B",,"B",,"B",,"R",162,"R",81,"R",135,"R",68,"R",2369,"R",0,"R",0,"R",0,"R",72,"R",36,"R",424,"R",162,"R",81,"R",6664
417947,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",37,"R",100,"R",37,"R",36,"R",97,"R",29,"R",78,"R",3300,"R",9,"R",24,"R",3300,"R",0,"R",0,"R",0,"R",21,"R",57,"R",5000
417974,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",50,"R",100,"R",50,"R",44,"R",88,"R",41,"R",82,"R",2183,"R",7,"R",14,"R",2402,"R",0,"R",0,"R",0,"R",38,"R",76,"R",4363
417983,"R",51,"R",64,"R",8,"R",16,"R",32,"R",63,"R",11,"R",22,"R",0,"R",0,"R",80,"B",,"B",,"B",,"R",50,"R",98,"R",34,"R",67,"R",2668,"R",13,"R",25,"R",3156,"R",0,"R",0,"R",0,"R",43,"R",84,"R",5408
418001,"R",27,"R",100,"R",27,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27,"B",,"B",,"B",,"R",22,"R",81,"R",12,"R",44,"R",6686,"R",10,"R",37,"R",4918,"R",0,"R",0,"R",0,"R",10,"R",37,"R",6137
418029,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",40,"R",24,"R",165,"R",40,"R",100,"R",33,"R",83,"R",2291,"R",18,"R",45,"R",2992,"R",0,"R",0,"R",0,"R",35,"R",88,"R",5395
418038,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",36,"R",100,"R",36,"R",33,"R",92,"R",25,"R",69,"R",2413,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26,"R",72,"R",5320
418056,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",80,"R",82,"R",97,"R",56,"R",70,"R",44,"R",55,"R",1636,"R",7,"R",9,"R",2177,"R",0,"R",0,"R",0,"R",51,"R",64,"R",3709
418065,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",37,"R",17,"R",213,"R",32,"R",86,"R",16,"R",43,"R",2411,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32,"R",86,"R",5159
418083,"R",30,"R",100,"R",30,"R",100,"R",,"R",,"B",,"B",,"",,"",,"R",30,"B",,"B",,"B",,"R",28,"R",93,"R",24,"R",80,"R",2200,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28,"R",93,"R",5500
418126,"R",75,"R",14,"B",,"B",,"B",,"B",,"B",,"B",,"R",75,"R",100,"R",555,"B",,"B",,"B",,"R",64,"R",85,"R",25,"R",33,"R",1146,"R",22,"R",29,"R",1171,"R",2,"R",3,"H",,"R",64,"R",85,"R",3213
418162,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",706,"R",28,"R",2558,"R",310,"R",44,"R",155,"R",22,"R",2000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",300,"R",42,"R",5300
418171,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",14,"R",100,"R",14,"R",10,"R",71,"R",10,"R",71,"R",4000,"A",,"B",,"R",0,"A",,"B",,"R",0,"R",4,"R",29,"R",6625
418199,"R",42,"R",100,"R",42,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42,"B",,"B",,"B",,"R",39,"R",93,"R",33,"R",79,"R",1803,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418205,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",44,"R",48,"R",91,"R",30,"R",68,"R",28,"R",64,"R",1394,"R",0,"R",0,"R",0,"R",2,"R",5,"H",,"R",0,"R",0,"R",0
418223,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",35,"R",100,"R",35,"R",22,"R",63,"R",16,"R",46,"R",2465,"R",6,"R",17,"R",3237,"R",1,"R",3,"H",,"R",6,"R",17,"R",3474
418269,"R",29,"R",58,"B",,"B",,"B",,"B",,"B",,"B",,"R",29,"R",100,"R",50,"B",,"B",,"B",,"R",29,"R",100,"R",19,"R",66,"R",2085,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29,"R",100,"R",6429
418278,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",127,"R",13,"R",941,"R",32,"R",25,"R",32,"R",25,"R",1393,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418287,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",62,"R",36,"R",172,"R",45,"R",73,"R",39,"R",63,"R",2376,"R",33,"R",53,"R",2476,"R",1,"R",2,"H",,"R",0,"R",0,"R",0
418296,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",82,"R",65,"R",127,"R",71,"R",87,"R",71,"R",87,"R",1773,"R",29,"R",35,"R",468,"R",31,"R",38,"R",539,"A",,"B",,"A",
418302,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",40,"R",19,"R",212,"R",34,"R",85,"R",34,"R",85,"R",3300,"R",24,"R",60,"R",3164,"R",1,"R",3,"H",,"R",0,"R",0,"R",0
418320,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",26,"R",20,"R",128,"R",21,"R",81,"R",20,"R",77,"R",1794,"R",7,"R",27,"R",418,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418339,"R",57,"R",50,"R",57,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",115,"B",,"B",,"B",,"R",31,"R",54,"R",31,"R",54,"R",2610,"R",26,"R",46,"R",2949,"R",6,"R",11,"R",68,"R",1,"R",2,"H",
418348,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",42,"R",36,"R",118,"R",26,"R",62,"R",17,"R",40,"R",1682,"R",7,"R",17,"R",491,"R",12,"R",29,"R",722,"R",0,"R",0,"R",0
418357,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",73,"R",95,"R",77,"R",73,"R",100,"R",73,"R",100,"R",2006,"R",36,"R",49,"R",731,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418384,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",65,"R",69,"R",94,"R",60,"R",92,"R",60,"R",92,"R",2499,"R",2,"R",3,"H",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418393,"R",67,"R",52,"R",0,"R",0,"R",67,"R",100,"R",0,"R",0,"R",0,"R",0,"R",129,"B",,"B",,"B",,"R",67,"R",100,"R",67,"R",100,"R",1739,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16,"R",24,"R",2075
418409,"R",52,"R",100,"R",51,"R",98,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0,"R",52,"B",,"B",,"B",,"R",42,"R",81,"R",26,"R",50,"R",2000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42,"R",81,"R",6450
418418,"R",17,"R",81,"B",,"B",,"B",,"B",,"B",,"B",,"R",17,"R",100,"R",21,"B",,"B",,"B",,"R",13,"R",76,"R",9,"R",53,"R",2104,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8,"R",47,"R",3140
418427,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",57,"R",56,"R",101,"R",50,"R",88,"R",23,"R",40,"R",1737,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",47,"R",82,"R",5075
418445,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",20,"R",100,"R",20,"R",20,"R",100,"R",12,"R",60,"R",2253,"R",20,"R",100,"R",1515,"R",0,"R",0,"R",0,"R",18,"R",90,"R",5763
418454,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",125,"R",98,"R",128,"R",116,"R",93,"R",116,"R",93,"R",1725,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",107,"R",86,"R",3325
418481,"R",39,"R",100,"R",39,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39,"B",,"B",,"B",,"R",38,"R",97,"R",25,"R",64,"R",3042,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35,"R",90,"R",4508
